,movie,year,imdb,metascore,votes,n_imdb
1053,Scary Movie 4,2006,5.1,40,98161,51.0
1054,Step Up,2006,6.5,48,96484,65.0
1055,Miami Vice,2006,6.0,65,96474,60.0
1056,Little Children,2006,7.6,75,95477,76.0
1057,The Fall,2006,7.9,64,93520,79.0
1058,A Scanner Darkly,2006,7.1,73,93424,71.0
1059,Flushed Away,2006,6.6,74,90800,66.0
1060,Alpha Dog,2006,6.9,53,90761,69.0
1061,Running Scared,2006,7.4,41,90548,74.0
1062,The Queen,2006,7.3,91,90087,73.0
1063,Tenacious D in The Pick of Destiny,2006,6.8,55,89863,68.0
1064,The Good Shepherd,2006,6.7,61,89539,67.0
1065,Rescue Dawn,2006,7.3,77,88379,73.0
1066,United 93,2006,7.6,90,86751,76.0
1067,Poseidon,2006,5.6,50,85431,56.0
1068,Marie Antoinette,2006,6.4,65,84554,64.0
1069,Lady in the Water,2006,5.6,36,83157,56.0
1070,Volver,2006,7.6,84,80937,76.0
1071,The Painted Veil,2006,7.5,69,80905,75.0
1072,The Guardian,2006,6.9,53,78102,69.0
1073,Monster House,2006,6.6,68,77637,66.0
1074,Cashback,2006,7.2,54,75514,72.0
1075,A Good Year,2006,6.9,47,75227,69.0
1076,Half Nelson,2006,7.2,85,74418,72.0
1077,The Host,2006,7.0,85,74267,70.0
1078,Ultraviolet,2006,4.4,18,72694,44.0
1079,An Inconvenient Truth,2006,7.5,75,71522,75.0
1080,"You, Me and Dupree",2006,5.6,46,70835,56.0
1081,Scoop,2006,6.7,48,70778,67.0
1082,John Tucker Must Die,2006,5.8,41,70507,58.0
1083,Grandma's Boy,2006,7.0,33,69968,70.0
1084,World Trade Center,2006,6.0,66,69868,60.0
1085,Open Season,2006,6.2,49,69801,62.0
1086,The Pink Panther,2006,5.6,38,69120,56.0
1087,Nacho Libre,2006,5.7,52,68781,57.0
1088,Notes on a Scandal,2006,7.4,73,66758,74.0
1089,The Black Dahlia,2006,5.6,49,65151,56.0
1090,Fearless,2006,7.7,70,64935,77.0
1091,"Paris, je t'aime",2006,7.3,66,64871,73.0
1092,Slither,2006,6.5,69,64644,65.0
1093,The Science of Sleep,2006,7.3,70,63250,73.0
1094,Black Book,2006,7.8,71,63112,78.0
1095,Failure to Launch,2006,5.6,47,61496,56.0
1096,Dreamgirls,2006,6.5,76,59256,65.0
1097,The Texas Chainsaw Massacre: The Beginning,2006,5.9,30,59046,59.0
1098,Jackass Number Two,2006,7.1,66,58687,71.0
1099,Beerfest,2006,6.3,46,56447,63.0
1100,The Wicker Man,2006,3.7,36,55708,37.0
1101,My Super Ex-Girlfriend,2006,5.1,50,55605,51.0
1102,Black Snake Moan,2006,7.0,52,54971,70.0
1103,Invincible,2006,7.1,63,54844,71.0
1104,Penelope,2006,6.8,48,53060,68.0
1105,Date Movie,2006,2.7,11,51927,27.0
1106,Eight Below,2006,7.3,64,51670,73.0
1107,Firewall,2006,5.8,45,51444,58.0
1108,The Omen,2006,5.5,43,50463,55.0
1109,Paprika,2006,7.7,81,50011,77.0
1110,We Are Marshall,2006,7.1,53,49508,71.0
1111,RV,2006,5.5,33,48382,55.0
1112,Wristcutters: A Love Story,2006,7.4,62,48060,74.0
1113,Tristan + Isolde,2006,6.9,49,46580,69.0
1114,Just My Luck,2006,5.4,29,46566,54.0
1115,Inland Empire,2006,7.0,72,44721,70.0
1116,The Sentinel,2006,6.1,49,43499,61.0
1117,The Benchwarmers,2006,5.6,25,42453,56.0
1118,Littleman,2006,4.3,26,41668,43.0
1119,The Covenant,2006,5.3,19,41014,53.0
1120,Tell No One,2006,7.6,82,40860,76.0
1121,The Grudge 2,2006,5.0,33,40735,50.0
1122,DOA: Dead or Alive,2006,4.8,38,39734,48.0
1123,Employee of the Month,2006,5.5,36,39009,55.0
1124,Bobby,2006,7.0,54,38936,70.0
1125,The Wind That Shakes the Barley,2006,7.5,82,38862,75.0
1126,The Last Kiss,2006,6.5,57,38752,65.0
1127,Man cheng jin dai huang jin jia,2006,7.0,70,37818,70.0
1128,Candy,2006,7.3,57,37675,73.0
1129,Flyboys,2006,6.6,47,36978,66.0
1130,When a Stranger Calls,2006,5.0,27,36678,50.0
1131,Glory Road,2006,7.2,58,36668,72.0
1132,Black Sheep,2006,5.8,62,35809,58.0
1133,Gridiron Gang,2006,6.9,52,35115,69.0
1134,Big Momma's House 2,2006,4.6,34,34024,46.0
1135,Southland Tales,2006,5.5,44,33473,55.0
1136,Severance,2006,6.5,62,32906,65.0
1137,Basic Instinct 2,2006,4.2,26,32530,42.0
1138,Aquamarine,2006,5.3,51,32475,53.0
1139,Turistas,2006,5.3,36,32218,53.0
1140,The Ant Bully,2006,5.9,59,31511,59.0
1141,Dnevnoy dozor,2006,6.5,59,30663,65.0
1142,Hollywoodland,2006,6.5,62,30100,65.0
1143,Garfield: A Tail of Two Kitties,2006,5.0,37,30061,50.0
1144,Charlotte's Web,2006,6.3,68,29851,63.0
1145,Find Me Guilty,2006,7.1,65,29259,71.0
1146,Bug,2006,6.1,62,28994,61.0
1147,Man of the Year,2006,6.2,39,28869,62.0
1148,The Marine,2006,4.7,45,28604,47.0
1149,Shortbus,2006,6.5,64,28485,65.0
1150,Efter brylluppet,2006,7.8,78,27184,78.0
1151,Arthur and the Invisibles,2006,6.0,39,27181,60.0
1152,All the Boys Love Mandy Lane,2006,5.6,44,27108,56.0
1153,Priceless,2006,7.0,72,27059,70.0
1154,School for Scoundrels,2006,5.9,44,26915,59.0
1155,Unknown,2006,6.5,44,26739,65.0
1156,Stay Alive,2006,5.1,24,26675,51.0
1157,Goya's Ghosts,2006,6.9,52,26098,69.0
1158,This Film Is Not Yet Rated,2006,7.5,75,25929,75.0
1159,Fido,2006,6.7,70,25867,67.0
1160,Seraphim Falls,2006,6.7,62,25730,67.0
1161,Pulse,2006,4.7,27,25703,47.0
1162,Gedo senki,2006,6.5,47,25650,65.0
1163,Them,2006,6.5,60,25454,65.0
1164,Miss Potter,2006,7.0,57,24844,70.0
1165,Hatchet,2006,5.7,57,24326,57.0
1166,No Country for Old Men,2007,8.1,91,665606,81.0
1167,I Am Legend,2007,7.2,65,569485,72.0
1168,Transformers,2007,7.1,61,534926,71.0
1169,The Bourne Ultimatum,2007,8.1,85,529054,81.0
1170,Ratatouille,2007,8.0,96,507626,80.0
1171,Pirates of the Caribbean: At World's End,2007,7.1,50,505863,71.0
1172,Into the Wild,2007,8.1,73,462756,81.0
1173,Superbad,2007,7.6,76,444389,76.0
1174,Juno,2007,7.5,81,434358,75.0
1175,Spider-Man 3,2007,6.2,59,409214,62.0
1176,There Will Be Blood,2007,8.1,92,403974,81.0
1177,Harry Potter and the Order of the Phoenix,2007,7.5,71,388211,75.0
1178,Hot Fuzz,2007,7.9,81,376353,79.0
1179,Live Free or Die Hard,2007,7.2,69,348920,72.0
1180,American Gangster,2007,7.8,76,339336,78.0
1181,Zodiac,2007,7.7,78,333650,77.0
1182,Knocked Up,2007,7.0,85,310675,70.0
1183,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,297964,74.0
1184,Ocean's Thirteen,2007,6.9,62,271196,69.0
1185,The Simpsons Movie,2007,7.4,80,269958,74.0
1186,Shooter,2007,7.2,53,268998,72.0
1187,3:10 to Yuma,2007,7.7,76,249712,77.0
1188,The Mist,2007,7.2,58,234922,72.0
1189,Shrek the Third,2007,6.1,58,226216,61.0
1190,1408,2007,6.8,64,223056,68.0
1191,28 Weeks Later,2007,7.0,78,222939,70.0
1192,Stardust,2007,7.7,66,221612,77.0
1193,Fantastic Four: Rise of the Silver Surfer,2007,5.6,45,221345,56.0
1194,Gone Baby Gone,2007,7.7,72,208346,77.0
1195,Atonement,2007,7.8,85,203997,78.0
1196,Sunshine,2007,7.3,64,201085,73.0
1197,Eastern Promises,2007,7.7,82,199031,77.0
1198,The Bucket List,2007,7.4,42,195574,74.0
1199,Disturbia,2007,6.9,62,194293,69.0
1200,Paranormal Activity,2007,6.3,68,193235,63.0
1201,Ghost Rider,2007,5.2,35,191762,52.0
1202,National Treasure: Book of Secrets,2007,6.5,48,190786,65.0
1203,P.S. I Love You,2007,7.1,39,178093,71.0
1204,Grindhouse,2007,7.6,77,160926,76.0
1205,Resident Evil: Extinction,2007,6.3,41,160723,63.0
1206,The Golden Compass,2007,6.1,51,155704,61.0
1207,Enchanted,2007,7.1,75,151153,71.0
1208,Fracture,2007,7.2,68,150000,72.0
1209,The Darjeeling Limited,2007,7.2,67,147605,72.0
1210,Beowulf,2007,6.2,59,147068,62.0
1211,Hitman,2007,6.3,35,145653,63.0
1212,30 Days of Night,2007,6.6,53,144917,66.0
1213,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68,144382,75.0
1214,Michael Clayton,2007,7.3,82,139323,73.0
1215,Blades of Glory,2007,6.3,64,136052,63.0
1216,Shoot 'Em Up,2007,6.7,49,133747,67.0
1217,Next,2007,6.2,42,130419,62.0
1218,Mr. Brooks,2007,7.3,45,128639,73.0
1219,Rush Hour 3,2007,6.2,44,128140,62.0
1220,The Orphanage,2007,7.5,74,126330,75.0
1221,I Now Pronounce You Chuck & Larry,2007,6.0,37,124740,60.0
1222,Lars and the Real Girl,2007,7.4,70,120949,74.0
1223,Evan Almighty,2007,5.4,37,120116,54.0
1224,Bridge to Terabithia,2007,7.2,74,117980,72.0
1225,Saw IV,2007,5.9,36,117188,59.0
1226,Bee Movie,2007,6.1,54,113490,61.0
1227,The Kingdom,2007,7.1,56,105478,71.0
1228,Hairspray,2007,6.7,81,103470,67.0
1229,Wild Hogs,2007,5.9,27,103393,59.0
1230,Aliens vs. Predator: Requiem,2007,4.7,29,98632,47.0
1231,Once,2007,7.9,88,97309,79.0
1232,Across the Universe,2007,7.4,56,95550,74.0
1233,Mr. Bean's Holiday,2007,6.3,56,94778,63.0
1234,Death at a Funeral,2007,7.4,67,94023,74.0
1235,The Diving Bell and the Butterfly,2007,8.0,92,93189,80.0
1236,Charlie Wilson's War,2007,7.1,69,93031,71.0
1237,Epic Movie,2007,2.3,17,92639,23.0
1238,Halloween,2007,6.1,47,92318,61.0
1239,August Rush,2007,7.5,38,91677,75.0
1240,Hannibal Rising,2007,6.2,35,90561,62.0
1241,Dan in Real Life,2007,6.8,65,89138,68.0
1242,Reign Over Me,2007,7.5,61,86276,75.0
1243,Elite Squad,2007,8.1,33,85827,81.0
1244,Music and Lyrics,2007,6.5,59,85322,65.0
1245,Before the Devil Knows You're Dead,2007,7.3,84,84871,73.0
1246,Vacancy,2007,6.2,54,83038,62.0
1247,Good Luck Chuck,2007,5.6,19,76977,56.0
1248,War,2007,6.3,36,75761,63.0
1249,The Heartbreak Kid,2007,5.8,46,75040,58.0
1250,We Own the Night,2007,6.9,59,75033,69.0
1251,Persepolis,2007,8.1,90,74745,81.0
1252,Funny Games,2007,6.5,44,74346,65.0
1253,Hostel: Part II,2007,5.5,46,73505,55.0
1254,Meet the Robinsons,2007,6.9,61,71557,69.0
1255,Dead Silence,2007,6.2,34,71385,62.0
1256,The Kite Runner,2007,7.6,61,70543,76.0
1257,La Vie en Rose,2007,7.6,66,70253,76.0
1258,Sicko,2007,8.0,74,68828,80.0
1259,88 Minutes,2007,5.9,17,67912,59.0
1260,The Invasion,2007,5.9,45,67274,59.0
1261,Awake,2007,6.5,33,65572,65.0
1262,Premonition,2007,5.9,29,64736,59.0
1263,Hot Rod,2007,6.7,43,63611,67.0
1264,In the Valley of Elah,2007,7.2,65,62318,72.0
1265,Death Sentence,2007,6.8,36,62135,68.0
1266,No Reservations,2007,6.3,50,61646,63.0
1267,Alvin and the Chipmunks,2007,5.2,39,60951,52.0
1268,"Run, Fatboy, Run",2007,6.6,48,60388,66.0
1269,Charlie Bartlett,2007,7.0,54,58249,70.0
1270,Walk Hard: The Dewey Cox Story,2007,6.7,63,57755,67.0
1271,Elizabeth: The Golden Age,2007,6.9,45,57452,69.0
1272,Surf's Up,2007,6.7,64,57067,67.0
1273,Chak de! India,2007,8.3,68,56287,83.0
1274,Freedom Writers,2007,7.5,64,55992,75.0
1275,Norbit,2007,4.0,27,55885,40.0
1276,TMNT,2007,6.3,41,55341,63.0
1277,Control,2007,7.7,78,53764,77.0
1278,Breach,2007,7.0,74,53470,70.0
1279,The Brave One,2007,6.8,56,52561,68.0
1280,The Lookout,2007,7.1,73,52379,71.0
1281,The Hills Have Eyes II,2007,5.1,32,52305,51.0
1282,The Nanny Diaries,2007,6.2,46,50439,62.0
1283,I'm Not There.,2007,7.0,73,50129,70.0
1284,The Great Debaters,2007,7.6,65,49799,76.0
1285,Becoming Jane,2007,7.1,55,49508,71.0
1286,Rendition,2007,6.8,55,49123,68.0
1287,"4 Months, 3 Weeks and 2 Days",2007,7.9,97,47680,79.0
1288,The Game Plan,2007,6.2,44,47238,62.0
1289,The Condemned,2007,6.1,23,46334,61.0
1290,My Blueberry Nights,2007,6.7,52,46236,67.0
1291,Cassandra's Dream,2007,6.7,49,45685,67.0
1292,Los cronocrímenes,2007,7.2,68,45413,72.0
1293,Lions for Lambs,2007,6.2,47,42544,62.0
1294,Diary of the Dead,2007,5.7,66,41905,57.0
1295,In the Name of the King: A Dungeon Siege Tale,2007,3.8,15,39671,38.0
1296,Sydney White,2007,6.3,45,39649,63.0
1297,Perfect Stranger,2007,5.7,31,39217,57.0
1298,Mongol: The Rise of Genghis Khan,2007,7.3,74,39217,73.0
1299,Waitress,2007,7.0,75,38970,70.0
1300,The Reaping,2007,5.7,36,38571,57.0
1301,Pathfinder,2007,5.4,29,38526,54.0
1302,The Visitor,2007,7.7,79,38471,77.0
1303,The Counterfeiters,2007,7.6,78,38131,76.0
1304,Mr. Magorium's Wonder Emporium,2007,6.2,48,37086,62.0
1305,Balls of Fury,2007,5.3,38,36907,53.0
1306,The Hitcher,2007,5.6,28,36239,56.0
1307,Teeth,2007,5.4,57,35851,54.0
1308,The Messengers,2007,5.4,34,34767,54.0
1309,Boy A,2007,7.7,75,34202,77.0
1310,Fred Claus,2007,5.6,42,33588,56.0
1311,Because I Said So,2007,5.6,26,33573,56.0
1312,License to Wed,2007,5.3,25,33472,53.0
1313,The Water Horse,2007,6.5,71,33288,65.0
1314,The Savages,2007,7.2,85,32951,72.0
1315,The King of Kong: A Fistful of Quarters,2007,8.2,83,32183,82.0
1316,The Invisible,2007,6.3,36,32027,63.0
1317,The Air I Breathe,2007,6.9,37,31983,69.0
1318,"Lust, Caution",2007,7.6,61,31950,76.0
1319,Mr. Woodcock,2007,5.1,41,31937,51.0
1320,The Last Legion,2007,5.4,37,30636,54.0
1321,The Nines,2007,6.4,52,29869,64.0
1322,In the Land of Women,2007,6.5,47,28617,65.0
1323,Son of Rambow,2007,7.0,66,28035,70.0
1324,2 Days in Paris,2007,6.8,67,27734,68.0
1325,P2,2007,5.9,37,27066,59.0
1326,The Edge of Heaven,2007,7.9,85,27003,79.0
1327,Sleuth,2007,6.5,49,26996,65.0
1328,Paranoid Park,2007,6.7,83,26088,67.0
1329,Things We Lost in the Fire,2007,7.2,63,25123,72.0
1330,The Dark Knight,2008,9.0,82,1804909,90.0
1331,WALL·E,2008,8.4,95,783600,84.0
1332,Iron Man,2008,7.9,79,743066,79.0
1333,Slumdog Millionaire,2008,8.0,86,680668,80.0
1334,Gran Torino,2008,8.2,72,599826,82.0
1335,Taken,2008,7.8,50,504760,78.0
1336,The Curious Case of Benjamin Button,2008,7.8,70,488066,78.0
1337,Hancock,2008,6.4,49,368483,64.0
1338,Twilight,2008,5.2,56,362962,52.0
1339,The Hurt Locker,2008,7.6,94,354138,76.0
1340,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,353354,62.0
1341,Quantum of Solace,2008,6.6,58,349513,66.0
1342,The Incredible Hulk,2008,6.8,61,344713,68.0
1343,Kung Fu Panda,2008,7.6,73,332480,76.0
1344,In Bruges,2008,7.9,67,324024,79.0
1345,Tropic Thunder,2008,7.0,71,323282,70.0
1346,Cloverfield,2008,7.0,64,315474,70.0
1347,Wanted,2008,6.7,64,313937,67.0
1348,Yes Man,2008,6.8,46,285393,68.0
1349,Pineapple Express,2008,7.0,64,269148,70.0
1350,Burn After Reading,2008,7.0,63,261200,70.0
1351,The Wrestler,2008,7.9,81,260403,79.0
1352,Jumper,2008,6.1,35,253564,61.0
1353,Seven Pounds,2008,7.7,36,246433,77.0
1354,Forgetting Sarah Marshall,2008,7.2,67,227630,72.0
1355,Step Brothers,2008,6.9,51,224269,69.0
1356,Hellboy II: The Golden Army,2008,7.0,78,218179,70.0
1357,Vicky Cristina Barcelona,2008,7.1,70,209795,71.0
1358,Changeling,2008,7.8,63,207706,78.0
1359,RocknRolla,2008,7.3,53,204160,73.0
1360,Role Models,2008,6.9,61,200609,69.0
1361,The Reader,2008,7.6,58,199808,76.0
1362,21,2008,6.8,48,199214,68.0
1363,Valkyrie,2008,7.1,56,194688,71.0
1364,Rambo,2008,7.1,46,187891,71.0
1365,Body of Lies,2008,7.1,57,183198,71.0
1366,Yip Man,2008,8.1,59,182410,81.0
1367,Let the Right One In,2008,8.0,82,181332,80.0
1368,Get Smart,2008,6.5,54,174810,65.0
1369,Death Race,2008,6.4,43,174514,64.0
1370,The Happening,2008,5.0,34,171834,50.0
1371,You Don't Mess with the Zohan,2008,5.5,54,163974,55.0
1372,Revolutionary Road,2008,7.3,69,160479,73.0
1373,The Chronicles of Narnia: Prince Caspian,2008,6.6,62,160344,66.0
1374,Madagascar: Escape 2 Africa,2008,6.7,61,158534,67.0
1375,The Bank Job,2008,7.3,69,157541,73.0
1376,Eagle Eye,2008,6.6,43,156751,66.0
1377,Bolt,2008,6.9,67,155947,69.0
1378,Zack and Miri Make a Porno,2008,6.6,56,155481,66.0
1379,Mamma Mia!,2008,6.4,51,154629,64.0
1380,What Happens in Vegas,2008,6.1,36,147259,61.0
1381,The Boy in the Striped Pajamas,2008,7.8,55,145911,78.0
1382,The Day the Earth Stood Still,2008,5.5,40,145293,55.0
1383,Milk,2008,7.6,84,143652,76.0
1384,Transporter 3,2008,6.1,51,134215,61.0
1385,"Definitely, Maybe",2008,7.2,59,133755,72.0
1386,Vantage Point,2008,6.6,40,131690,66.0
1387,27 Dresses,2008,6.1,47,131506,61.0
1388,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,126249,52.0
1389,Marley & Me,2008,7.1,53,123684,71.0
1390,Defiance,2008,7.2,58,122221,72.0
1391,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,118047,66.0
1392,"10,000 BC",2008,5.1,34,113205,51.0
1393,Horton Hears a Who!,2008,6.9,71,111723,69.0
1394,Max Payne,2008,5.4,31,111237,54.0
1395,Australia,2008,6.6,53,106581,66.0
1396,Doubt,2008,7.5,68,104619,75.0
1397,Sex and the City,2008,5.5,53,102959,55.0
1398,Street Kings,2008,6.8,55,97735,68.0
1399,The Strangers,2008,6.2,47,97238,62.0
1400,Bronson,2008,7.1,71,94912,71.0
1401,Saw V,2008,5.8,20,93934,58.0
1402,Ponyo,2008,7.7,86,92680,77.0
1403,Journey to the Center of the Earth,2008,5.8,57,92018,58.0
1404,Meet the Spartans,2008,2.7,9,91923,27.0
1405,Frost/Nixon,2008,7.7,80,91501,77.0
1406,The Forbidden Kingdom,2008,6.6,57,91431,66.0
1407,Mirrors,2008,6.2,35,90526,62.0
1408,The Other Boleyn Girl,2008,6.7,50,88673,67.0
1409,Babylon A.D.,2008,5.6,26,84792,56.0
1410,Never Back Down,2008,6.6,39,84490,66.0
1411,Be Kind Rewind,2008,6.4,52,82035,64.0
1412,The X Files: I Want to Believe,2008,5.9,47,80872,59.0
1413,Nick and Norah's Infinite Playlist,2008,6.7,64,78243,67.0
1414,Disaster Movie,2008,1.9,15,77476,19.0
1415,Righteous Kill,2008,6.0,36,75824,60.0
1416,Bedtime Stories,2008,6.1,33,75817,61.0
1417,Sex Drive,2008,6.5,49,75292,65.0
1418,The Spiderwick Chronicles,2008,6.6,62,73293,66.0
1419,Step Up 2: The Streets,2008,6.2,50,71015,62.0
1420,Semi-Pro,2008,5.8,47,69650,58.0
1421,Felon,2008,7.5,58,67920,75.0
1422,The House Bunny,2008,5.5,55,67415,55.0
1423,Outlander,2008,6.3,40,65786,63.0
1424,The Duchess,2008,6.9,62,65444,69.0
1425,Doomsday,2008,6.0,51,64849,60.0
1426,Sunshine Cleaning,2008,6.9,61,63158,69.0
1427,Fool's Gold,2008,5.7,29,63125,57.0
1428,How to Lose Friends & Alienate People,2008,6.5,35,62869,65.0
1429,Ghost Town,2008,6.7,72,62607,67.0
1430,The Ruins,2008,5.9,44,62010,59.0
1431,"Synecdoche, New York",2008,7.5,67,61974,75.0
1432,Blindness,2008,6.6,45,61738,66.0
1433,Speed Racer,2008,6.0,37,60369,60.0
1434,Quarantine,2008,6.0,53,60181,60.0
1435,Made of Honor,2008,5.8,37,57378,58.0
1436,City of Ember,2008,6.5,58,55499,65.0
1437,The Spirit,2008,4.8,30,55265,48.0
1438,Hunger,2008,7.6,82,54897,76.0
1439,Superhero Movie,2008,4.5,33,54639,45.0
1440,Pride and Glory,2008,6.7,45,54633,67.0
1441,Religulous,2008,7.7,56,54068,77.0
1442,Appaloosa,2008,6.8,64,52254,68.0
1443,Drillbit Taylor,2008,5.7,41,52106,57.0
1444,Four Christmases,2008,5.6,41,51630,56.0
1445,Punisher: War Zone,2008,6.0,30,51576,60.0
1446,The Midnight Meat Train,2008,6.1,58,50703,61.0
1447,Traitor,2008,7.0,60,50603,70.0
1448,Bangkok Dangerous,2008,5.4,24,49886,54.0
1449,Waltz with Bashir,2008,8.0,91,48401,80.0
1450,High School Musical 3: Senior Year,2008,4.5,57,46702,45.0
1451,The Eye,2008,5.4,36,45925,54.0
1452,Star Wars: The Clone Wars,2008,5.9,35,45173,59.0
1453,"Food, Inc.",2008,7.9,80,44869,79.0
1454,The Love Guru,2008,3.8,24,44676,38.0
1455,Transsiberian,2008,6.7,72,44438,67.0
1456,Man on Wire,2008,7.8,89,44216,78.0
1457,The Brothers Bloom,2008,6.8,55,43314,68.0
1458,Rachel Getting Married,2008,6.7,82,42592,67.0
1459,Untraceable,2008,6.2,32,42490,62.0
1460,Lakeview Terrace,2008,6.1,47,42361,61.0
1461,W.,2008,6.4,56,42228,64.0
1462,The Chaser,2008,7.9,64,41298,79.0
1463,"New York, I Love You",2008,6.3,49,40946,63.0
1464,Departures,2008,8.1,68,40775,81.0
